Audio_Song,Lyric_Song,Quadrant,Artist,Title,Genres
MT0009117202,MT0009117202,Q2,Buddah,Real Nillaz,Rap
MT0009153900,MT0009153900,Q1,Bee Gees,Fanny (Be Tender With My Love),"Pop/Rock,Soft Rock,Contemporary Pop/Rock,Adult Contemporary"
MT0009164591,MT0009164591,Q3,Willie Nelson,I'm Still Not over You,Country
MT0009164605,MT0009164605,Q1,Luther Vandross,Grown Things,"Pop/Rock,R&B"
MT0009165729,MT0009165729,Q2,SNFU,Drunk on a Bike,Pop/Rock
MT0009169626,MT0009169626,Q3,Simon Joyner,You Don't Know Me,"Folk,Pop/Rock"
MT0009172291,MT0009172291,Q2,The Blood Brothers,Beautiful Horses,Pop/Rock
MT0009174874,MT0009174874,Q2,Megadeth,Recipe for Hate...Warhorse,Pop/Rock
MT0009188643,MT0009188643,Q1,Steel Pulse,Dudes,Reggae
MT0009206381,MT0009206381,Q1,Bee Gees,Love You Inside Out,"Pop/Rock,R&B"
MT0009208842,MT0009208842,Q1,Miranda Lambert,New Strings,Country
MT0009213083,MT0009213083,Q1,Akon,Bananza (Belly Dancer),"Electronic,R&B"
MT0009217411,MT0009217411,Q2,Onyx,Throw Ya Gunz,Rap
MT0009220462,MT0009220462,Q3,Charlie Poole & the North Carolina Ramblers,Mother's Last Farewell Kiss,"Country,Folk,International"
MT0009233872,MT0009233872,Q1,Barenaked Ladies,"If I Had $1,000,000",Pop/Rock
MT0009239443,MT0009239443,Q2,Slipknot,Pulse of the Maggots,"International,Pop/Rock"
MT0009246394,MT0009246394,Q4,Arthur Lyman,Yellow Bird,Easy Listening
MT0009253379,MT0009253379,Q1,Marvin Gaye,Midnight Lady,"Electronic,R&B"
MT0009263768,MT0009263768,Q3,George Strait,Four Down and Twelve Across,Country
MT0009278329,MT0009278329,Q1,Dr. Demento,I Like Beer,"Country,Pop/Rock"
MT0009300582,MT0009300582,Q3,Bjï¿½rk,Hunter,"Alternative/Indie Rock,Alternative Dance,Trip-Hop,Pop/Rock,Electronic,Electronica"
MT0009311775,MT0009311775,Q2,Ozzy Osbourne,No Easy Way Out,Pop/Rock
MT0009312856,MT0009312856,Q3,Vince Gill,Young Man's Town,Country
MT0009319587,MT0009319587,Q2,Biohazard,A Way,Pop/Rock
MT0009321428,MT0009321428,Q3,The Cure,This Is a Lie,Pop/Rock
MT0009346128,MT0009346128,Q2,Tom Morello,House Gone Up in Flames,"Folk,Pop/Rock"
MT0009348908,MT0009348908,Q2,Against Me!,The Politics of Starving,"Folk,Pop/Rock"
MT0009360971,MT0009360971,Q2,Megadeth,Black Curtains,Pop/Rock
MT0009368615,MT0009368615,Q3,Doug Sahm,Wasted Days and Wasted Nights,"Latin,Pop/Rock"
MT0009375581,MT0009375581,Q4,Stan Getz,Thanks for the Memories,"Jazz,Vocal"
MT0009378909,MT0009378909,Q1,Aretha Franklin,Eight Days On the Road,"Electronic,R&B"
MT0009385684,MT0009385684,Q3,Jann Arden,It Looks Like Rain,Pop/Rock
MT0009390091,MT0009390091,Q1,Montell Jordan,Let's Ride,R&B
MT0009400121,MT0009400121,Q2,DJ Clue?,Keep It Thoro,Rap
MT0009418269,MT0009418269,Q2,Hatebreed,Burn the Lies,Pop/Rock
MT0009425259,MT0009425259,Q2,In Flames,Sober and Irrelevant,Pop/Rock
MT0009430339,MT0009430339,Q2,Pennywise,Confusion,Pop/Rock
MT0009464817,MT0009464817,Q3,Jamie Lidell,Rope of Sand,"Folk,Pop/Rock,R&B"
MT0009469599,MT0009469599,Q3,Waylon Jennings,Casey's Last Ride,Country
MT0009495280,MT0009495280,Q3,Neil Diamond,If I Don't See You Again,Pop/Rock
MT0009495283,MT0009495283,Q3,Neil Diamond,Another Day (That Time Forgot),Pop/Rock
MT0009495284,MT0009495284,Q3,Neil Diamond,One More Bite of the Apple,Pop/Rock
MT0009495285,MT0009495285,Q3,Neil Diamond,Forgotten,Pop/Rock
MT0009521580,MT0009521580,Q3,Los Lonely Boys,Forgiven,"Latin,Pop/Rock"
MT0009577134,MT0009577134,Q2,Alice Cooper,Wake the Dead,Pop/Rock
MT0009619048,MT0009619048,Q3,H.I.M.,Gone with the Sin,"International,Pop/Rock"
MT0009635389,MT0009635389,Q2,Fleshgrind,Sycophantic,"Electronic,Pop/Rock"
MT0009635394,MT0009635394,Q2,Fleshgrind,In Sickness Intertwined,"Electronic,Pop/Rock"
MT0009635397,MT0009635397,Q2,Fleshgrind,Holy Pedophile,"Electronic,Pop/Rock"
MT0009693151,MT0009693151,Q3,Secret Machines,The Walls Are Starting to Crack,Pop/Rock
MT0009740290,MT0009740290,Q4,Darius Rucker,Alright,"Country,Pop/Rock"
MT0009741521,MT0009741521,Q4,Sara Evans,Silent Night,Holiday
MT0009741760,MT0009741760,Q4,Los Lonely Boys,Silent Night,"Holiday,Pop/Rock"
MT0009741774,MT0009741774,Q4,Count Basie Big Band,Santa Claus Is Coming to Town,"Holiday,Jazz,Vocal"
MT0009781899,MT0009781899,Q3,Toby Keith,She Never Cried in Front of Me,Country
MT0009795009,MT0009795009,Q4,Enya,Journey of the Angels,"Holiday,International,New Age,Pop/Rock"
MT0009868354,MT0009868354,Q4,Cole Porter,White Christmas,"Holiday,Vocal"
MT0009872131,MT0009872131,Q2,Clutch,The Elephant Riders,Pop/Rock
MT0009904717,MT0009904717,Q1,Keyshia Cole,Please Don't Stop,"Pop/Rock,R&B"
MT0009908994,MT0009908994,Q2,Malevolent Creation,Remnants of Whithered Decay [1990 Demo],Pop/Rock
MT0009968194,MT0009968194,Q1,Garth Brooks,Beer Run (B-Double E-Double Are You In?),Country
MT0009996318,MT0009996318,Q3,Ray Ellis,I'm a Fool To Want You [Take 3 - CL 1157],"Jazz,Vocal"
MT0010007878,MT0010007878,Q3,Marianne Faithfull,The Crane Wife 3,Pop/Rock
MT0010007881,MT0010007881,Q3,Marianne Faithfull,How Many Worlds,Pop/Rock
MT0010007882,MT0010007882,Q3,Marianne Faithfull,In Germany Before the War,Pop/Rock
MT0010049476,MT0010049476,Q4,Daryle Singletary,She's A Woman,Country
MT0010054305,MT0010054305,Q3,Rascal Flatts,Once,Country
MT0010065680,MT0010065680,Q1,Flo Rida,Sugar,Rap
MT0010065686,MT0010065686,Q1,Flo Rida,Right Round,Rap
MT0010083757,MT0010083757,Q4,Steve Earle,Delta Momma Blues,"Country,Folk"
MT0010085729,MT0010085729,Q1,Baby Bash,Lemon Drop,Rap
MT0010100277,MT0010100277,Q2,The Beatles,Run for Your Life,Pop/Rock
MT0010100278,MT0010100278,Q1,The Beatles,When I'm Sixty-Four,Pop/Rock
MT0010100279,MT0010100279,Q1,The Beatles,Lovely Rita,Pop/Rock
MT0010100283,MT0010100283,Q3,The Beatles,She's Leaving Home,Pop/Rock
MT0010100285,MT0010100285,Q1,The Beatles,Getting Better,Pop/Rock
MT0010100333,MT0010100333,Q1,The Beatles,"Ob-La-Di, Ob-La-Da",Pop/Rock
MT0010100428,MT0010100428,Q4,The Beatles,Till There Was You,"Pop/Rock,Stage & Screen"
MT0010169019,MT0010169019,Q1,Twista,Jump Off,Rap
MT0010203716,MT0010203716,Q4,Matisyahu,On Nature,"International,Reggae"
MT0010236541,MT0010236541,Q1,Cascada,Breathless,"Electronic,Pop/Rock"
MT0010257371,MT0010257371,Q3,Scarlett Johansson,Blackie's Dead,Pop/Rock
MT0010261584,MT0010261584,Q4,The Beatles,Yellow Submarine in Pepperland [Original Film Score],Stage & Screen
MT0010261588,MT0010261588,Q1,The Beatles,All Together Now,Pop/Rock
MT0010278984,MT0010278984,Q4,Mariah Carey,The Impossible (The Reprise),"Pop/Rock,R&B"
MT0010290775,MT0010290775,Q4,Bob Dylan,Do You Hear What I Hear?,"Country,Holiday"
MT0010290785,MT0010290785,Q4,Bob Dylan,The First Noel,"Country,Holiday"
MT0010290788,MT0010290788,Q4,Bob Dylan,O' Little Town of Bethlehem,"Country,Holiday"
MT0010305995,MT0010305995,Q4,Bob Dylan,O' Come All Ye Faithful (Adeste Fideles),"Country,Holiday"
MT0010310891,MT0010310891,Q2,Slayer,Psychopathy Red,Pop/Rock
MT0010310894,MT0010310894,Q2,Slayer,World Painted Blood,Pop/Rock
MT0010310896,MT0010310896,Q2,Slayer,Snuff,Pop/Rock
MT0010310897,MT0010310897,Q2,Slayer,Beauty Through Order,Pop/Rock
MT0010310898,MT0010310898,Q2,Slayer,Hate Worldwide,Pop/Rock
MT0010310899,MT0010310899,Q2,Slayer,Public Display Of Dismemberment,Pop/Rock
MT0010344415,MT0010344415,Q1,Adam Lambert,For Your Entertainment,"Pop/Rock,Stage & Screen"
MT0010346228,MT0010346228,Q1,Adam Lambert,Pick U Up,"Pop/Rock,Stage & Screen"
MT0010363782,MT0010363782,Q3,Maxwell,Know These Things: Shouldn't You,R&B
MT0010368848,MT0010368848,Q1,Jimmy Buffett,The Handiest Frenchman in the Caribbean,Pop/Rock
MT0010369823,MT0010369823,Q2,Slayer,Overt Enemy,Pop/Rock
MT0010375510,MT0010375510,Q3,Gregory Isaacs,Let off Supm,Reggae
MT0010379209,MT0010379209,Q4,The Corrs,Dreams,"International,Pop/Rock"
MT0010392442,MT0010392442,Q1,Billie Holiday,"What a Night, What a Moon, What a Girl","Blues,Jazz,Vocal"
MT0010394619,MT0010394619,Q1,Billie Holiday,Yankee Doodle Never Went to Town,"Blues,Jazz,Vocal"
MT0010405928,MT0010405928,Q2,Slayer,Ghosts of War,Pop/Rock
MT0010444469,MT0010444469,Q4,Inner Circle,"We ""A"" Rockers",Reggae
MT0010468178,MT0010468178,Q3,Placebo,My Sweet Prince,Pop/Rock
MT0010477194,MT0010477194,Q2,Discharge,The Possibility of Life's Destruction,Pop/Rock
MT0010480965,MT0010480965,Q2,Slayer,Spirit in Black,Pop/Rock
MT0010481194,MT0010481194,Q2,Discharge,They Declare It,Pop/Rock
MT0010482550,MT0010482550,Q1,The Dramatics,Shake It Well,"Blues,R&B"
MT0010485559,MT0010485559,Q2,Slayer,Disintegration/Free Money,Pop/Rock
MT0010487366,MT0010487366,Q2,Slayer,Spiritual Law,Pop/Rock
MT0010502078,MT0010502078,Q2,DJ Nabs,I Ain't No Joke,Rap
MT0010506192,MT0010506192,Q3,Snooks Eaglin,By the Water,Blues
MT0010510852,MT0010510852,Q1,Benny Goodman,Caldonia,Jazz
MT0010512527,MT0010512527,Q4,Judy Garland,"On the Atchison, Topeka and the Santa Fe","Stage & Screen,Vocal"
MT0010524453,MT0010524453,Q1,Carole King,Believe in Humanity,Pop/Rock
MT0010526041,MT0010526041,Q2,Evil,Mercyful Fate,Pop/Rock
MT0010534904,MT0010534904,Q4,Paul McCartney,Singalong Junk,"Children's,Pop/Rock"
MT0010545132,MT0010545132,Q4,Clarence Ashley,The Cuckoo,"Country,Folk,International"
MT0010548963,MT0010548963,Q1,ABBA,Love Isn't Easy (But It Sure Is Hard Enough),Pop/Rock
MT0010551970,MT0010551970,Q4,ABBA,I Have a Dream,Pop/Rock
MT0010552303,MT0010552303,Q1,Bob Dylan,"If You Gotta Go, Go Now",Pop/Rock
MT0010554620,MT0010554620,Q2,White Zombie,Super-Charger Heaven,Pop/Rock
MT0010574326,MT0010574326,Q1,Dr. John,Over You,"Pop/Rock,R&B"
MT0010582452,MT0010582452,Q4,The Heptones,Country Boy,Reggae
MT0010611876,MT0010611876,Q1,Stevie Wonder,"Signed, Sealed, Delivered I'm Yours",R&B
MT0010612023,MT0010612023,Q2,Ice Cube,Dirty Mack,Rap
MT0010615428,MT0010615428,Q2,Company Flow,Info Kill II,Rap
MT0010616215,MT0010616215,Q2,Ice Cube,The Predator,Rap
MT0010617945,MT0010617945,Q1,Elton John,Jack Rabbit,"Country,Electronic,Pop/Rock"
MT0010620026,MT0010620026,Q2,Company Flow,Blind,Rap
MT0010623104,MT0010623104,Q2,Ice Cube,Wicked,Rap
MT0010624346,MT0010624346,Q2,Onyx,Broke Willies,Rap
MT0010630017,MT0010630017,Q3,Mark Chesnutt,This Heartache Never Sleeps,Country
MT0010670378,MT0010670378,Q4,Count Basie,My Kind of Girl,"Jazz,Pop/Rock,Vocal"
MT0010674530,MT0010674530,Q3,Dido,Here with Me,Pop/Rock
MT0010674859,MT0010674859,Q3,Johnny Cash,I Still Miss Someone,"Country,Pop/Rock"
MT0010676114,MT0010676114,Q1,Jimmy Cliff,Seven Day Weekend,Pop/Rock
MT0010687397,MT0010687397,Q2,Ministry,Just One Fix,"Alternative/Indie Rock,Alternative Metal,Industrial,Industrial Metal"
MT0010695865,MT0010695865,Q3,Dido,Thank You,Pop/Rock
MT0010702898,MT0010702898,Q4,Frank Sinatra,I'm Getting Sentimental Over You,"Pop/Rock,Vocal"
MT0010705334,MT0010705334,Q1,Prince,I Feel for You,"Electronic,Pop/Rock,R&B"
MT0010706869,MT0010706869,Q1,Prince,Do It All Night,"Electronic,R&B"
MT0010710874,MT0010710874,Q3,Ida Cox,Cherry Pickin' Blues,"Blues,Jazz"
MT0010715611,MT0010715611,Q2,Revolting Cocks,Mr. Lucky,"Electronic,Pop/Rock"
MT0010723658,MT0010723658,Q3,Wilco,It's Just That Simple,Pop/Rock
MT0010723756,MT0010723756,Q4,Earl Klugh,It's Only a Paper Moon,"Easy Listening,Jazz"
MT0010736208,MT0010736208,Q2,Tear Da Club Up Thugs,Push 'Em Off,Rap
MT0010736281,MT0010736281,Q2,Throwing Muses,Giant,Pop/Rock
MT0010739708,MT0010739708,Q3,Len Cariou,The Barber and His Wife,Stage & Screen
MT0010741386,MT0010741386,Q3,Emmylou Harris,Too Far Gone,Country
MT0010751134,MT0010751134,Q3,Emmylou Harris,Sleepless Nights,Country
MT0010753520,MT0010753520,Q3,Black Sabbath,Changes,"Easy Listening,Pop/Rock"
MT0010754290,MT0010754290,Q1,Prince,I Wanna Be Your Lover,"Electronic,Pop/Rock,R&B"
MT0010755212,MT0010755212,Q1,The Ramones,My-My Kind of a Girl,Pop/Rock
MT0010777106,MT0010777106,Q1,Doris Day,That Jane from Maine,Vocal
MT0010815151,MT0010815151,Q3,Buck Clayton,Foolin' Myself,"Blues,Jazz,Vocal"
MT0010823031,MT0010823031,Q3,Lonnie Brooks,Skid Row,Blues
MT0010849747,MT0010849747,Q2,D.R.I.,Running Around,Pop/Rock
MT0010850805,MT0010850805,Q3,Lightnin' Hopkins,Last Night Blues,Blues
MT0010857270,MT0010857270,Q2,D.R.I.,Reaganomics,Pop/Rock
MT0010862394,MT0010862394,Q3,Buck Clayton,Mean to Me,"Blues,Jazz,Vocal"
MT0010883435,MT0010883435,Q1,Marvin Gaye,Keep Gettin' It On,"R&B,Stage & Screen"
MT0010894865,MT0010894865,Q2,G.B.H.,Valley of Death,Pop/Rock
MT0010897525,MT0010897525,Q2,Discharge,Hear Nothing See Nothing Say Nothing,Pop/Rock
MT0010902792,MT0010902792,Q1,Crazy Town,Butterfly,Pop/Rock
MT0010922381,MT0010922381,Q2,Metallica,Battery,Pop/Rock
MT0010956902,MT0010956902,Q1,Chuck Mangione,Land of Make Believe,Jazz
MT0010967419,MT0010967419,Q4,D'Angelo,Feel Like Makin' Love,R&B
MT0010978213,MT0010978213,Q2,Ghostface Killah,Mighty Healthy,Rap
MT0010980499,MT0010980499,Q4,The Jordanaires,Somebody Bigger Than You and I,"Pop/Rock,Religious"
MT0010983830,MT0010983830,Q2,Squeeze,Here Comes That Feeling,Pop/Rock
MT0011069243,MT0011069243,Q3,The Cure,Out of This World,Pop/Rock
MT0011095825,MT0011095825,Q3,Cabaret Voltaire,In the Shadows,"Avant-Garde,Pop/Rock"
MT0011145388,MT0011145388,Q2,Trina,Watch Yo Back,Rap
MT0011162069,MT0011162069,Q3,Jim Reeves,I Won't Forget You,Country
MT0011204639,MT0011204639,Q1,Robbie Williams,Lazy Days,Pop/Rock
MT0011252708,MT0011252708,Q2,Birdman,Millionaire Playas,Rap
MT0011292112,MT0011292112,Q4,SHeDAISY,Jingle Bells,"Country,Holiday"
MT0011302120,MT0011302120,Q4,Nick Drake,Which Will,"Folk,Pop/Rock"
MT0011308097,MT0011308097,Q3,Placebo,Narcoleptic,Pop/Rock
MT0011322528,MT0011322528,Q2,Obituary,Cause of Death,Pop/Rock
MT0011332604,MT0011332604,Q4,Rosemary Clooney,Hey There,"Stage & Screen,Vocal"
MT0011342337,MT0011342337,Q3,K-Ci & JoJo,How Could You,R&B
MT0011348776,MT0011348776,Q2,Mystikal,Ready to Rumble,Rap
MT0011353873,MT0011353873,Q2,Krokus,Screaming in the Night,"Heavy Metal,Hard Rock,Pop/Rock"
MT0011358600,MT0011358600,Q4,Jimmy Reed,"Aw Shucks, Hush Your Mouth",Blues
MT0011361934,MT0011361934,Q2,Dark Angel,No Tomorrow,Pop/Rock
MT0011369407,MT0011369407,Q2,Crucifucks,Earth by Invitation Only,Pop/Rock
MT0011374266,MT0011374266,Q2,Marilyn Manson,Born Again,"Electronic,Pop/Rock"
MT0011374342,MT0011374342,Q4,Ziggy Marley & the Melody Makers,Jah Bless,Reggae
MT0011376343,MT0011376343,Q4,Steel Pulse,Jah Pickney -- R.A.R.,"Electronic,International,Reggae"
MT0011378875,MT0011378875,Q2,Marilyn Manson,Burning Flag,"Electronic,Pop/Rock"
MT0011387901,MT0011387901,Q2,Rage Against the Machine,Maggie's Farm,Pop/Rock
MT0011391187,MT0011391187,Q3,Albert Collins,"Cold, Cold Feeling",Blues
MT0011391356,MT0011391356,Q2,Prodigy,Rock Dat,Rap
MT0011395375,MT0011395375,Q4,Enya,Lazy Days,"International,New Age,Pop/Rock"
MT0011398970,MT0011398970,Q3,The Belafonte Folk Singers,"Abraham, Martin and John","Folk,Vocal"
MT0011403548,MT0011403548,Q4,Trisha Yearwood,The Song Remembers When,Country
MT0011411969,MT0011411969,Q2,Crumbsuckers,Jimmies Dream,Pop/Rock
MT0011426003,MT0011426003,Q2,Cypress Hill,Stoned Is the Way of the Walk,Rap
MT0011448773,MT0011448773,Q1,David Bowie,Hang On to Yourself,Pop/Rock
MT0011451296,MT0011451296,Q1,Billie Holiday,24 Hours a Day,"Blues,Jazz,Vocal"
MT0011487003,MT0011487003,Q1,Jennifer Lopez,I'm Real,"Electronic,Latin,Pop/Rock"
MT0011503204,MT0011503204,Q1,Jennifer Lopez,Love Don't Cost a Thing,"Electronic,Latin,Pop/Rock,R&B"
MT0011510700,MT0011510700,Q1,The Saints,Save Me,Pop/Rock
MT0011558921,MT0011558921,Q1,The Rolling Stones,Around and Around,"Blues,Pop/Rock"
MT0011594970,MT0011594970,Q3,Ella Fitzgerald,Don't Explain,"Jazz,Vocal"
MT0011650689,MT0011650689,Q4,Donovan,Someone Singing,"Folk,Pop/Rock"
MT0011659985,MT0011659985,Q4,Shirley Bassey,Let's Fall in Love,"Jazz,Vocal"
MT0011677264,MT0011677264,Q3,Fury in the Slaughterhouse,Every Generation Got It's Own Disease,"Electronic,Pop/Rock"
MT0011707340,MT0011707340,Q2,Suicidal Tendencies,Institutionalized,Pop/Rock
MT0011711878,MT0011711878,Q4,Gene Autry,Maria Elena,Country
MT0011712337,MT0011712337,Q2,Circle Jerks,Casualty Vampires,Pop/Rock
MT0011716005,MT0011716005,Q1,Ben Harper,Steal My Kisses,Pop/Rock
MT0011739779,MT0011739779,Q1,Tom Jones,Love Me Tonight,"Electronic,Pop/Rock,Vocal"
MT0011741035,MT0011741035,Q3,New Order,Procession,Pop/Rock
MT0011767762,MT0011767762,Q1,Gene Vincent,Be-Bop-A-Lula,Pop/Rock
MT0011772341,MT0011772341,Q1,Dolly Parton,Potential New Boyfriend,Country
MT0011776369,MT0011776369,Q4,Harry Nilsson,Little Cowboy,"Children's,Pop/Rock"
MT0011800641,MT0011800641,Q3,Willie Nelson,Fire and Rain,"Country,Pop/Rock"
MT0011808566,MT0011808566,Q1,Bruce Springsteen,Glory Days,Pop/Rock
MT0011809659,MT0011809659,Q4,Sam Cooke,Desire Me,"Pop/Rock,R&B"
MT0011818239,MT0011818239,Q4,Paul Anka,Goodnight My Love (Pleasant Dreams),Pop/Rock
MT0011821215,MT0011821215,Q1,Glen Campbell,Sunflower,"Country,Pop/Rock"
MT0011827018,MT0011827018,Q3,Cabaret Voltaire,Spies in the Wires,"Avant-Garde,Pop/Rock"
MT0011842354,MT0011842354,Q3,Brenda Lee,As Usual,"Country,Pop/Rock"
MT0011847514,MT0011847514,Q1,Sparks,Amateur Hour,"Electronic,Pop/Rock"
MT0011861922,MT0011861922,Q1,James Brown,Good Good Lovin',R&B
MT0011862487,MT0011862487,Q4,Asleep at the Wheel,Trouble in Mind,Country
MT0011869625,MT0011869625,Q1,The Modern Lovers,Abominable Snowman in the Market,Pop/Rock
MT0011870505,MT0011870505,Q3,Johnny Cash,Old Apache Squaw,Country
MT0011878109,MT0011878109,Q1,George Harrison,What Is Life,Pop/Rock
MT0011879943,MT0011879943,Q2,Subhumans,Who's Gonna Fight in the Third World War?,Pop/Rock
MT0011881944,MT0011881944,Q1,"Bobby ""Blue"" Bland",Yield Not to Temptation,Blues
MT0011886864,MT0011886864,Q3,Champion Jack Dupree,Evil Woman,Blues
MT0011894681,MT0011894681,Q3,Furry Lewis,Baby You Don't Want Me,Blues
MT0011896804,MT0011896804,Q4,Carpenters,(There's No Place Like) Home for the Holidays,"Holiday,Pop/Rock"
MT0011908274,MT0011908274,Q4,Carpenters,The Christmas Waltz,"Holiday,Pop/Rock"
MT0011909571,MT0011909571,Q1,The Beatles,When I Get Home,"Rock & Roll,Pop/Rock,Contemporary Pop/Rock,British Invasion,Merseybeat,Early Pop/Rock"
MT0011910522,MT0011910522,Q4,Nancy Wilson,But Beautiful,"Jazz,Vocal"
MT0011914836,MT0011914836,Q1,The Beatles,I Saw Her Standing There,Pop/Rock
MT0011916674,MT0011916674,Q1,The Nitty Gritty Dirt Band,Grand Ole Opry Song,Country
MT0011920419,MT0011920419,Q1,Muddy Waters,"Got My Mojo Working, Pt. 1",Blues
MT0011921060,MT0011921060,Q2,The Rolling Stones,Tie You Up (The Pain of Love),Pop/Rock
MT0011922905,MT0011922905,Q4,Paul Simon,St. Judy's Comet,"Children's,Pop/Rock"
MT0011924283,MT0011924283,Q1,Al Green,"Oh, Pretty Woman",R&B
MT0011924316,MT0011924316,Q2,Ozzy Osbourne,War Pigs,"Electronic,International,Pop/Rock"
MT0011924930,MT0011924930,Q1,Mariah Carey,All I Want for Christmas Is You,"Holiday,Pop/Rock,R&B"
MT0011928183,MT0011928183,Q1,Elvis Presley,Paralyzed,"Rockabilly,Pop/Rock,Early Pop/Rock,Rock & Roll"
MT0011929096,MT0011929096,Q4,Don Henley,The Unclouded Day,Pop/Rock
MT0011933875,MT0011933875,Q1,Luther Vandross,Never Too Much,"Pop/Rock,R&B"
MT0011937271,MT0011937271,Q3,Ella Fitzgerald,Lush Life,"Jazz,Vocal"
MT0011943549,MT0011943549,Q2,Geto Boys,It Ain't,Rap
MT0011950450,MT0011950450,Q1,Neil Diamond,Hark! The Herald Angels Sing,"Holiday,Pop/Rock"
MT0011957429,MT0011957429,Q1,Marvin Gaye,Stubborn Kind of Fellow,R&B
MT0011959819,MT0011959819,Q2,Obituary,Sickness,Pop/Rock
MT0011961925,MT0011961925,Q3,Randy Travis,1982,Country
MT0011963777,MT0011963777,Q2,Obituary,Deadly Intentions,Pop/Rock
MT0011975274,MT0011975274,Q2,MC Hammer,Crime Story,"R&B,Rap"
MT0011982393,MT0011982393,Q4,Frank Sinatra,Young at Heart,"Jazz,Vocal"
MT0011991382,MT0011991382,Q2,Alice Cooper,Halo of Flies,Pop/Rock
MT0011999773,MT0011999773,Q1,Janet Jackson,You Want This,"Electronic,Pop/Rock,R&B"
MT0012000832,MT0012000832,Q4,Burning Spear,Door Peep,Reggae
MT0012001409,MT0012001409,Q2,Geto Boys,Gota Let Your Nuts Hang,Rap
MT0012001684,MT0012001684,Q1,Donna Summer,Hot Stuff,"Electronic,R&B"
MT0012004909,MT0012004909,Q3,Pirates of the Mississippi,Reed Jake,Country
MT0012004929,MT0012004929,Q1,Vanessa Williams,2 of a Kind,"Pop/Rock, R&B"
MT0012005920,MT0012005920,Q1,Dolly Parton,Great Balls of Fire,Country
MT0012009054,MT0012009054,Q2,AC/DC,Evil Walks,Pop/Rock
MT0012011991,MT0012011991,Q4,Burning Spear,Throw Down Your Arms,Reggae
MT0012013969,MT0012013969,Q3,Roy Clark,Through the Eyes of a Fool,Country
MT0012014382,MT0012014382,Q1,George Michael,Freedom,"Electronic,Pop/Rock"
MT0012016955,MT0012016955,Q1,Bell Biv DeVoe,Lovely,R&B
MT0012017035,MT0012017035,Q4,Elvis Presley,Silent Night,Holiday
MT0012023721,MT0012023721,Q1,Bell Biv DeVoe,Ghetto Booty,R&B
MT0012028572,MT0012028572,Q2,Ice Cube,My Summer Vacation,"Gangsta Rap,Hardcore Rap,West Coast Rap,Golden Age,Rap"
MT0012030545,MT0012030545,Q2,Ice Cube,The Nigga Ya Love to Hate,"Golden Age,Gangsta Rap,West Coast Rap,Hardcore Rap,Rap"
MT0012030591,MT0012030591,Q1,Diana Ross,Upside Down,"Electronic,R&B"
MT0012030863,MT0012030863,Q2,Geto Boys,Another Nigger in the Morgue,Rap
MT0012031327,MT0012031327,Q2,Ice Cube,The Wrong Nigga to Fuck Wit,"Hardcore Rap,West Coast Rap,Golden Age,Gangsta Rap,Rap"
MT0012033786,MT0012033786,Q2,Ice Cube,No Vaseline,"Gangsta Rap,West Coast Rap,Rap,Golden Age,Hardcore Rap"
MT0012034242,MT0012034242,Q4,Point of Grace,Circle of Friends,"New Age,Religious"
MT0012035583,MT0012035583,Q3,Brooks & Dunn,Neon Moon,Country
MT0012041920,MT0012041920,Q1,Brooks & Dunn,Cool Drink of Water,Country
MT0012067911,MT0012067911,Q3,Canned Heat,It Serves Me Right to Suffer,Blues
MT0012100576,MT0012100576,Q2,MC Ren,Hounddogz,Rap
MT0012116237,MT0012116237,Q2,Faith,Another Victim,Pop/Rock
MT0012122028,MT0012122028,Q2,Subhumans,Walls of Silence,Pop/Rock
MT0012159808,MT0012159808,Q4,Stan Getz,My Old Flame,"Jazz,Vocal"
MT0012168286,MT0012168286,Q2,Samael,Chosen Race,Pop/Rock
MT0012317309,MT0012317309,Q3,Big Bill Broonzy,Worrying My Mind,Blues
MT0012330276,MT0012330276,Q4,Peabo Bryson,Whole New World (Aladdin's Theme),Stage & Screen
MT0012333553,MT0012333553,Q4,Kraftwerk,Europe Endless,"Avant-Garde,Pop/Rock"
MT0012334245,MT0012334245,Q1,Daryl Hall & John Oates,Private Eyes,"Punk/New Wave,New Wave,Soul,Pop/Rock,Blue-Eyed Soul,Contemporary Pop/Rock,R&B"
MT0012396528,MT0012396528,Q1,Van Morrison,Bring 'Em on In,"Blues,Pop/Rock"
MT0012398546,MT0012398546,Q1,Van Morrison,One Two Brown Eyes,"Blues,Pop/Rock"
MT0012430736,MT0012430736,Q1,Van Morrison,Call My Name,"Blues,Pop/Rock,R&B"
MT0012438211,MT0012438211,Q2,Venom,Warhead,Pop/Rock
MT0012459878,MT0012459878,Q3,Nirvana,Blandest,Pop/Rock
MT0012505137,MT0012505137,Q4,Alan Jackson,Rudolph the Red-Nosed Reindeer,"Country,Holiday"
MT0012509093,MT0012509093,Q1,Rick Nelson,My One Desire,Pop/Rock
MT0012521149,MT0012521149,Q1,Marvin Gaye,Stubborn Kind of Fellow [Single Version (Mono)],R&B
MT0012619690,MT0012619690,Q1,Bing Crosby,"South America, Take It Away!",Vocal
MT0012634038,MT0012634038,Q3,Placebo,The Crawl,Pop/Rock
MT0012637285,MT0012637285,Q3,The National,American Mary,Pop/Rock
MT0012639323,MT0012639323,Q1,The Kinks,Plastic Man,Pop/Rock
MT0012645597,MT0012645597,Q2,Broken Bones,Decapitated,Pop/Rock
